question,entity,event,answer
Which position did William Plumer hold right before Member of the 7th Parliament of the United Kingdom?,William Plumer,Member of the 7th Parliament of the United Kingdom,Member of the 6th Parliament of the United Kingdom
Which team did Noah Syndergaard play for right before Las Vegas Aviators?,Noah Syndergaard,Las Vegas Aviators,Binghamton Rumble Ponies
Who was the head coach of the team NK Rudeš right before Darko Jozinović?,NK Rudeš,Darko Jozinović,Ivan Matić
Which employer did Vilhelm Bjerknes work for right before University of Oslo?,Vilhelm Bjerknes,University of Oslo,Stockholm University
Which employer did Vilhelm Bjerknes work for right before Leipzig University?,Vilhelm Bjerknes,Leipzig University,University of Oslo
Which position did Denis McDonough hold right before United States Secretary of Veterans Affairs?,Denis McDonough,United States Secretary of Veterans Affairs,White House Chief of Staff
"Which position did Sir Horace Rumbold, 9th Baronet hold right before ambassador of the United Kingdom to Poland?","Sir Horace Rumbold, 9th Baronet",ambassador of the United Kingdom to Poland,ambassador of the United Kingdom to Switzerland
Which team did Mohamed El Monir play for right before FK Partizan?,Mohamed El Monir,FK Partizan,FC Dinamo Minsk
Who was the chair of Academy of Arts of the GDR right before Johannes R. Becher?,Academy of Arts of the GDR,Johannes R. Becher,Arnold Zweig
Who was the chair of Academy of Arts of the GDR right before Willi Bredel?,Academy of Arts of the GDR,Willi Bredel,Otto Nagel
Who was the chair of Academy of Arts of the GDR right before Heiner Müller?,Academy of Arts of the GDR,Heiner Müller,Manfred Wekwerth
Who was the head coach of the team Legia Warsaw right before Karol Hanke?,Legia Warsaw,Karol Hanke,Stanisław Mielech
Who was the head coach of the team Legia Warsaw right before Longin Janeczek?,Legia Warsaw,Longin Janeczek,Stjepan Bobek
Who was the head coach of the team Legia Warsaw right before Jerzy Engel?,Legia Warsaw,Jerzy Engel,Kazimierz Górski
Who was the head coach of the team Legia Warsaw right before Rudolf Kapera?,Legia Warsaw,Rudolf Kapera,Andrzej Strejlau
Who was the head coach of the team Legia Warsaw right before Krzysztof Etmanowicz?,Legia Warsaw,Krzysztof Etmanowicz,Rudolf Kapera
Who was the head coach of the team Legia Warsaw right before Paweł Janas?,Legia Warsaw,Paweł Janas,Janusz Wójcik
Who was the head coach of the team Legia Warsaw right before Jerzy Kopa?,Legia Warsaw,Jerzy Kopa,Władysław Stachurski
Who was the head coach of the team Legia Warsaw right before Dariusz Kubicki?,Legia Warsaw,Dariusz Kubicki,Jerzy Kopa
Who was the head coach of the team Legia Warsaw right before Dragan Okuka?,Legia Warsaw,Dragan Okuka,Franciszek Smuda
Who was the head coach of the team Legia Warsaw right before Dariusz Wdowczyk?,Legia Warsaw,Dariusz Wdowczyk,Krzysztof Gawara
Who was the head coach of the team Legia Warsaw right before Jacek Zieliński?,Legia Warsaw,Jacek Zieliński,Dariusz Wdowczyk
Who was the head coach of the team Legia Warsaw right before Stefan Białas?,Legia Warsaw,Stefan Białas,Jan Urban
Who was the head coach of the team Legia Warsaw right before Henning Berg?,Legia Warsaw,Henning Berg,Maciej Skorża
Who was the head coach of the team Legia Warsaw right before Stanislav Cherchesov?,Legia Warsaw,Stanislav Cherchesov,Henning Berg
Who was the head coach of the team Legia Warsaw right before Jacek Magiera?,Legia Warsaw,Jacek Magiera,Besnik Hasi
Who was the head coach of the team Legia Warsaw right before Dean Klafurić?,Legia Warsaw,Dean Klafurić,Romeo Jozak
Who was the head coach of the team Legia Warsaw right before Czesław Michniewicz?,Legia Warsaw,Czesław Michniewicz,Ricardo Sá Pinto
Who was the head coach of the team Legia Warsaw right before Aleksandar Vuković?,Legia Warsaw,Aleksandar Vuković,Czesław Michniewicz
Who was the head coach of the team Legia Warsaw right before Kosta Runjaić?,Legia Warsaw,Kosta Runjaić,Aleksandar Vuković
Which team did Jukka Sauso play for right before Helsingin Jalkapalloklubi?,Jukka Sauso,Helsingin Jalkapalloklubi,Finland national football team
Which team did Juan Fernando Quintero play for right before Orsomarso S.C.?,Juan Fernando Quintero,Orsomarso S.C.,Envigado Fútbol Club
Which team did Juan Fernando Quintero play for right before Delfino Pescara 1936?,Juan Fernando Quintero,Delfino Pescara 1936,Orsomarso S.C.
Which team did Cem Can play for right before MKE Ankaragücü?,Cem Can,MKE Ankaragücü,Sivasspor
Which team did Cem Can play for right before Kayseri Erciyesspor?,Cem Can,Kayseri Erciyesspor,Gençlerbirliği S.K.
Which team did Cem Can play for right before Kayserispor?,Cem Can,Kayserispor,Kayseri Erciyesspor
Which position did James Brokenshire hold right before Member of the 55th Parliament of the United Kingdom?,James Brokenshire,Member of the 55th Parliament of the United Kingdom,Member of the 54th Parliament of the United Kingdom
Which position did James Brokenshire hold right before Member of the 56th Parliament of the United Kingdom?,James Brokenshire,Member of the 56th Parliament of the United Kingdom,Member of the 55th Parliament of the United Kingdom
Which position did James Brokenshire hold right before Member of the 58th Parliament of the United Kingdom?,James Brokenshire,Member of the 58th Parliament of the United Kingdom,"Secretary of State for Housing, Communities and Local Government"
Which employer did Harrison B. Tordoff work for right before University of Minnesota?,Harrison B. Tordoff,University of Minnesota,University of Michigan
"Which position did James Prior, Baron Prior hold right before Member of the 44th Parliament of the United Kingdom?","James Prior, Baron Prior",Member of the 44th Parliament of the United Kingdom,Member of the 43rd Parliament of the United Kingdom
"Which position did James Prior, Baron Prior hold right before Member of the 45th Parliament of the United Kingdom?","James Prior, Baron Prior",Member of the 45th Parliament of the United Kingdom,Member of the 44th Parliament of the United Kingdom
"Which position did James Prior, Baron Prior hold right before Leader of the House of Commons?","James Prior, Baron Prior",Leader of the House of Commons,"Minister of Agriculture, Fisheries and Food"
"Which position did James Prior, Baron Prior hold right before Member of the 47th Parliament of the United Kingdom?","James Prior, Baron Prior",Member of the 47th Parliament of the United Kingdom,Shadow Home Secretary
"Which position did James Prior, Baron Prior hold right before Secretary of State for Northern Ireland?","James Prior, Baron Prior",Secretary of State for Northern Ireland,Secretary of State for Employment
Which employer did Frank Peters Jr. work for right before Rome Daily American?,Frank Peters Jr.,Rome Daily American,Springfield News-Leader
Which employer did Frank Peters Jr. work for right before St. Louis Post-Dispatch?,Frank Peters Jr.,St. Louis Post-Dispatch,Rome Daily American
Who was the chair of Catalan Unity right before Jaume Pol?,Catalan Unity,Jaume Pol,Llorenç Planes
Who was the chair of Catalan Unity right before Brice Lafontaine?,Catalan Unity,Brice Lafontaine,Jaume Roure
Where was Val Ackerman educated right before University of Virginia?,Val Ackerman,University of Virginia,Hopewell Valley Central High School
Which employer did Simone Young work for right before Hochschule für Musik und Theater Hamburg?,Simone Young,Hochschule für Musik und Theater Hamburg,Opera Australia
Which employer did Simone Young work for right before Sydney Symphony Orchestra?,Simone Young,Sydney Symphony Orchestra,Hochschule für Musik und Theater Hamburg
Which employer did Richard Dawkins work for right before University of Oxford?,Richard Dawkins,University of Oxford,"University of California, Berkeley"
Which employer did Richard Dawkins work for right before New College of the Humanities?,Richard Dawkins,New College of the Humanities,University of Oxford
Who was the head of Úbeda right before Manuel Fernández Peña?,Úbeda,Manuel Fernández Peña,Guillermo Rojas Galey
Who was the head of Úbeda right before Arsenio Moreno Mendoza?,Úbeda,Arsenio Moreno Mendoza,Manuel Fernández Peña
Who was the head of Úbeda right before Marcelino Sánchez Ruiz?,Úbeda,Marcelino Sánchez Ruiz,Juan José Pérez Padilla
Who was the head of Úbeda right before Antonia Olivares Martínez?,Úbeda,Antonia Olivares Martínez,José Robles Valenzuela
Which team did Matt Caution play for right before Cleveland Crunch?,Matt Caution,Cleveland Crunch,Buffalo Blizzard
Which team did Matt Caution play for right before St. Louis Steamers?,Matt Caution,St. Louis Steamers,Cleveland Crunch
Which team did Matt Caution play for right before California Cougars?,Matt Caution,California Cougars,St. Louis Steamers
Who was the head of Addis Ababa right before Takele Uma Benti?,Addis Ababa,Takele Uma Benti,Diriba Kuma
Who was the head of Addis Ababa right before Adanech Abebe?,Addis Ababa,Adanech Abebe,Takele Uma Benti
Who was the head coach of the team FC Urartu right before Ilshat Faizulin?,FC Urartu,Ilshat Faizulin,Arthur Voskanyan
Who was the head coach of the team FC Urartu right before Aleksandr Grigoryan?,FC Urartu,Aleksandr Grigoryan,Ilshat Faizulin
Who was the head coach of the team FC Urartu right before Dmitri Gunko?,FC Urartu,Dmitri Gunko,Robert Arzumanyan
Which position did Miklós Haraszti hold right before OSCE Representative on Freedom of the Media?,Miklós Haraszti,OSCE Representative on Freedom of the Media,member of the National Assembly of Hungary
Which position did Miklós Haraszti hold right before UN Special Rapporteur on the situation of human rights in Belarus?,Miklós Haraszti,UN Special Rapporteur on the situation of human rights in Belarus,OSCE Representative on Freedom of the Media
Which position did Henry Handley hold right before Member of the 12th Parliament of the United Kingdom?,Henry Handley,Member of the 12th Parliament of the United Kingdom,Member of the 11th Parliament of the United Kingdom
Which position did Henry Handley hold right before Member of the 13th Parliament of the United Kingdom?,Henry Handley,Member of the 13th Parliament of the United Kingdom,Member of the 12th Parliament of the United Kingdom
Which position did Arthur Roche hold right before diocesan bishop?,Arthur Roche,diocesan bishop,coadjutor bishop
Which position did Arthur Roche hold right before prefect of the Congregation for Divine Worship and the Discipline of the Sacraments?,Arthur Roche,prefect of the Congregation for Divine Worship and the Discipline of the Sacraments,diocesan bishop
